created_at,tweet_text,location,name,clean_Tweet_NoPunct,clean_Tweet_NoPunctNoStop,clean_Tweet_NoPunctNoStopNoNumber,mapped_country
09-04-20 2:11,RT @ABC: What to do if you lose your health insurance amid the COVID-19 pandemic: https://t.co/TNmoxvXKLP https://t.co/R1a5OJw2He,,Moulay Kalel Benadan,what to do if you lose your health insurance amid the covid19 pandemic  https  tcotnmoxvxklp https  tcor1a5ojw2he,lose health insurance amid covid19 pandemic https tcotnmoxvxklp https tcor1a5ojw2he,lose health insurance amid pandemic https tcotnmoxvxklp https, Italia
09-04-20 2:11,RT @brandongonez: #BREAKING: The Toronto Caribbean Carnival Parade has been cancelled for 2020 due to the #Covid19 pandemic #Toronto,"Kitchener, Ontario",Zayn Jinah,breaking  the toronto caribbean carnival parade has been cancelled for 2020 due to the  covid19 pandemic  toronto,breaking toronto caribbean carnival parade cancelled 2020 due covid19 pandemic toronto,breaking toronto caribbean carnival parade cancelled due pandemic toronto, Canada
09-04-20 2:11,"RT @mhdksafa: COVID-19 is everywhere but countries with heads of state managing the crisis better seem to have something in common...

In c…",massachusetts,Two Portents in a Teacup,covid19 is everywhere but countries with heads of state managing the crisis better seem to have something in common  in c…,covid19 everywhere countries heads state managing crisis better seem something common c…,everywhere countries heads state managing crisis better seem something common, United States of America
09-04-20 2:11,RT @DrDenaGrayson: 🚨BREAKING: Good news! Preliminary study of 10 patients with severe #COVID19 shows that after 1 dose of convalescent plas…,,Maiya ♎🎀,🚨breaking  good news  preliminary study of 10 patients with severe  covid19 shows that after 1 dose of convalescent plas…,🚨breaking good news preliminary study 10 patients severe covid19 shows 1 dose convalescent plas…,good news preliminary study patients severe shows dose convalescent, Italia
09-04-20 2:11,"RT @SetuAarogya: #AarogyaSetu now with more than 2 crore Indians. 

Our fight against COVID-19 continues.

#IndiaFightsCorona https://t.co/…","Gujarat, India",बलराम यादव 🙏,aarogyasetu now with more than 2 crore indians  our fight against covid19 continues   indiafightscorona https  tco…,aarogyasetu 2 crore indians fight covid19 continues indiafightscorona https tco…,aarogyasetu crore indians fight continues indiafightscorona https, India
09-04-20 2:11,"RT @MOFA_Taiwan: .@DrTedros said there's ""No need to use #COVID19 to score political points. We agree! Yet without evidence, #Taiwan is acc…",,Hsinju,drtedros said there s  no need to use  covid19 to score political points  we agree  yet without evidence   taiwan is acc…,drtedros said need use covid19 score political points agree yet without evidence taiwan acc…,drtedros said need use score political points agree yet without evidence taiwan, Italia
09-04-20 2:11,RT @SadhguruJV: There are a few things one can do to improve one’s immunity over time. These are not a cure for coronavirus but will help t…,tamilnadu,raghupathi,there are a few things one can do to improve one ’ s immunity over time  these are not a cure for coronavirus but will help t…,things one improve one ’ immunity time cure coronavirus help t…,things one improve one immunity time cure coronavirus help, India
09-04-20 2:11,"RT @Sun_Q_Tzu: “COVID-19 was designed by China as a biowarfare weapon”, $20 Trillion Dollar Lawsuit filed against China in US District Cour…","Pennsylvania, USA",sheepdog,“ covid19 was designed by china as a biowarfare weapon ”   20 trillion dollar lawsuit filed against china in us district cour…,“ covid19 designed china biowarfare weapon ” 20 trillion dollar lawsuit filed china us district cour…,designed china biowarfare weapon trillion dollar lawsuit filed china us district, United States of America
09-04-20 2:11,"RT @BorisJohnson: Thank you for doing your bit in the fight against #coronavirus. 

Stay home, protect the NHS and save lives. 
 
#StayHome…",,MOOSE MUFFIN,thank you for doing your bit in the fight against  coronavirus  stay home  protect the nhs and save lives   stayhome…,thank bit fight coronavirus stay home protect nhs save lives stayhome…,thank bit fight coronavirus stay home protect nhs save lives, Italia
09-04-20 2:11,"RT @h_abdolmanafi: Ayatollah Ali Khamenei is the political leader of Iran and the Muslims and freedom fighters of the world: 
Recent events…",جمهوری اسلامی ایران,seyed,ayatollah ali khamenei is the political leader of iran and the muslims and freedom fighters of the world  recent events…,ayatollah ali khamenei political leader iran muslims freedom fighters world recent events…,ayatollah ali khamenei political leader iran muslims freedom fighters world recent,ایران
09-04-20 2:11,RT @TomicahTD: We're partnering on what may be the most important #hackathon of all time. Thousands of teams from around the world will be…,Madagascar,Human D League,we re partnering on what may be the most important  hackathon of all time  thousands of teams from around the world will be…,partnering may important hackathon time thousands teams around world be…,partnering may important hackathon time thousands teams around world,Madagascar
09-04-20 2:11,"RT @AD_WHITMAN: So it’ll be @POTUS @realDonaldTrump who is working to combat the #coronavirus pandemic vs @JoeBiden. 

Actual #JoeBiden quo…",United States,marlo45 🇺🇸,so it ’ ll be  potus  realdonaldtrump who is working to combat the  coronavirus pandemic vs  joebiden  actual  joebiden quo…,’ potus realdonaldtrump working combat coronavirus pandemic vs joebiden actual joebiden quo…,potus realdonaldtrump working combat coronavirus pandemic vs joebiden actual joebiden,United States
09-04-20 2:11,"RT @Jackcdawes: @JohnRentoul Britain is projected to have the worst death toll from #COVID19 in Europe, despite, or perhaps due to the gove…",,Helen J Miles,johnrentoul britain is projected to have the worst death toll from  covid19 in europe  despite  or perhaps due to the gove…,johnrentoul britain projected worst death toll covid19 europe despite perhaps due gove…,johnrentoul britain projected worst death toll europe despite perhaps due, Italia
09-04-20 2:11,"RT @NSCAfghan: 1. Pursuant to President Ghani’s decree of March 11, the Government of the Islamic Republic of Afghanistan released 100 Tali…",,Abdul Ghayor waziri,1 pursuant to president ghani ’ s decree of march 11  the government of the islamic republic of afghanistan released 100 tali…,1 pursuant president ghani ’ decree march 11 government islamic republic afghanistan released 100 tali…,pursuant president ghani decree march government islamic republic afghanistan released, Italia
09-04-20 2:11,"RT @GovAndyBeshear: Tonight we pay tribute to @JohnPrineMusic, whose parents were from Kentucky, along with all the Kentuckians we’ve lost…","Murray, KY",Jeffrey Rudy,tonight we pay tribute to  johnprinemusic  whose parents were from kentucky  along with all the kentuckians we ’ ve lost…,tonight pay tribute johnprinemusic whose parents kentucky along kentuckians ’ lost…,tonight pay tribute johnprinemusic whose parents kentucky along kentuckians, United States of America
09-04-20 2:11,RT @CarlZha: Can somebody explains to me why CIA would know about #coronavirus outbreak in China in November when 1st confirmed case of #CO…,Hell,I bully affluent whites,can somebody explains to me why cia would know about  coronavirus outbreak in china in november when 1st confirmed case of  co…,somebody explains cia would know coronavirus outbreak china november 1st confirmed case co…,somebody explains cia would know coronavirus outbreak china november confirmed case, United States of America
09-04-20 2:11,"RT @BernardKerik: Yesterday, governors/mayors shut down walking trails.

Some police have been ordered to arrest people for walking outside…","Phoenix, Arizona",Terra Wales,yesterday  governorsmayors shut down walking trails  some police have been ordered to arrest people for walking outside…,yesterday governorsmayors shut walking trails police ordered arrest people walking outside…,yesterday governorsmayors shut walking trails police ordered arrest people walking, United States of America
09-04-20 2:11,"RT @GovAndyBeshear: Tonight we pay tribute to @JohnPrineMusic, whose parents were from Kentucky, along with all the Kentuckians we’ve lost…","Kentucky, USA",Lisa Sheehy,tonight we pay tribute to  johnprinemusic  whose parents were from kentucky  along with all the kentuckians we ’ ve lost…,tonight pay tribute johnprinemusic whose parents kentucky along kentuckians ’ lost…,tonight pay tribute johnprinemusic whose parents kentucky along kentuckians, United States of America
09-04-20 2:11,RT @sinsation202: I pray that COVID-19 don’t touch me or any of my family🙏🏾,"Dallas, TX",Heaven🍁💗....,i pray that covid19 don ’ t touch me or any of my family🙏🏾,pray covid19 ’ touch family🙏🏾,pray touch, United States of America
09-04-20 2:11,RT @PeteButtigieg: .@ewarren is right. The next COVID-19 relief package must include a plan to protect the right to vote—without risking yo…,"Florida, USA",Stephanie,ewarren is right  the next covid19 relief package must include a plan to protect the right to vote—without risking yo…,ewarren right next covid19 relief package must include plan protect right vote—without risking yo…,ewarren right next relief package must include plan protect right risking, United States of America
09-04-20 2:11,"RT @paulsperry_: ***BREAKING NEWS*** FEC records show the wife of NIH Dr. Anthony Fauci, who's clashed with Trump over COVID-19 strategy, i…",,Lyell  Banman,breaking news fec records show the wife of nih dr anthony fauci  who s clashed with trump over covid19 strategy  i…,breaking news fec records show wife nih dr anthony fauci clashed trump covid19 strategy i…,breaking news fec records show wife nih dr anthony fauci clashed trump strategy, Italia
09-04-20 2:11,"RT @Cernovich: Navarro was pushing hard for a travel ban in January, Fauci opposed it.

I didn't randomly decide to post this Navarro quote…",,Simian Opinion,navarro was pushing hard for a travel ban in january  fauci opposed it  i did nt randomly decide to post this navarro quote…,navarro pushing hard travel ban january fauci opposed nt randomly decide post navarro quote…,navarro pushing hard travel ban january fauci opposed nt randomly decide post navarro, Italia
